AttendanceEventId,Forename,Surname,PostTown,Postcode,HomeLat,HomeLong,County,Region,SessionDate,SessionStartTime,SessionEndTime,NumberofBeds,Numberofconsultants,NumberofNurses,NumberInvited,NumberAttended,NumberofDonations,TotalBloodCollected,VenueName,VenueDesc,VenuePostTown,VenuePostcode,VenueLong,VenueLat,VenueCounty,VenueRegion,SurfaceTemperatureCelsius,SurfaceDewpointTemperatureCelsius,SurfaceWetBulbTemperatureCelsius,RelativeHumidityPercent,SurfaceAirPressureKilopascals,CloudCoveragePercent,WindChillTemperatureCelsius,ApparentTemperatureCelsius,WindSpeedKph,WindDirectionDegrees,PrecipitationPreviousHourCentimeters,HeatIndexCelsius,SnowfallCentimeters,SurfaceWindGustsKph,AttendanceStartTime,AttendanceEndTime,EventCost
13403,Iam,Extraordinary,Middlesborough,ML2 5JK,54.5742,-1.2349,Durham,North,2015-07-05,2015-07-05 09:00,2015-07-05 14:00,3,2,4,45,23,14,8,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,14.3,9.430000305,11.5,72,100.3,100,14.3,14.3,13.3,275,0,14.3,0,27.4,2016-08-10 14:00,2016-08-10 15:00,3.7
14992,Darcy,Bussell,Wolverhampton,WL2,52.5871,-2.1289,West Midlands,Midlands,2015-07-06,2015-07-06 09:00,2015-07-06 14:00,3,2,4,45,23,14,8,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,13.1,9.229999542,10.9,77,101.9,100,13.1,13.1,16.9,64,0,13.1,0,21.6,2015-10-18 15:00,2015-10-18 16:00,7.54
14973,Barney,Dog,Wokingham,RG40 2JU,51.4105,-0.8339,Berkshire,South,2015-07-07,2015-07-07 09:00,2015-07-07 14:00,9,1,8,40,46,32,18,BIR,Birmingham,Birmingham,B1 5TB,-1.8904,52.4862,West Midlands,Midlands,16,10.76000023,12.9,71,101.4,99,16,16,12.6,97,0,16,0,46.2,2015-09-29 15:00,2015-09-29 16:00,1.73
7839,Fred,Bloggs,Enfield,EN1 1 RG,51.6623,-0.1181,Greater London,South,2015-07-08,2015-07-08 09:00,2015-07-08 14:00,9,3,6,82,67,49,28,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,13.5,9.760000229,11.4,78,101.9,100,13.5,13.5,28.4,308,0.00254,13.5,0,41.3,2015-10-22 09:00,2015-10-22 10:00,3.6
844,Tin,Tin,Cheadle,M24 5GN,53.3944,-2.2141,Cheshire,North,2015-07-09,2015-07-09 09:00,2015-07-09 14:00,3,0,4,25,12,5,3,BIR,Birmingham,Birmingham,B1 5TB,-1.8904,52.4862,West Midlands,Midlands,10.7,3.940000057,7.3,63,100.3,71,10.7,10.7,12.9,281,0,10.7,0,29.2,2017-04-23 12:00,2017-04-23 13:00,6.23
160,Virgil,Tracy,Southampton,SO1 3GM,50.9097,-1.4044,Hampshire,South,2015-07-10,2015-07-10 09:00,2015-07-10 14:00,3,2,4,45,23,14,8,LDS,Leeds,Leeds,LS11 6AX,-1.5491,53.8008,West Yorkshire,North,11.6,4.449999809,8,62,101.3,0,11.6,11.6,13.2,42,0,11.6,0,38.3,2015-06-09 10:00,2015-06-09 11:00,2.8
6828,Captain,Scarlet,Brixton,E14 1 DA,51.4613,-0.1156,Greater London,South,2015-07-11,2015-07-11 09:00,2015-07-11 14:00,6,3,6,50,8,2,1,LDS,Leeds,Leeds,LS11 6AX,-1.5491,53.8008,West Yorkshire,North,13.6,8.619999886,10.8,72,99.2,100,13.6,13.6,12.6,277,0,13.6,0,47.7,2015-08-15 15:00,2015-08-15 16:00,8.42
6555,Harry,Kane,Bristol,BS10 3FG,51.4545,-2.5879,Avon,West,2015-07-12,2015-07-12 09:00,2015-07-12 14:00,3,0,4,25,12,5,3,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,16.9,9.600000381,12.7,62,99,85,16.9,16.9,19.2,257,0,16.9,0,54.5,2017-06-15 15:00,2017-06-15 16:00,3.04
7414,Harry,Kane,Bristol,BS10 3FG,51.4545,-2.5879,Avon,West,2015-07-13,2015-07-13 09:00,2015-07-13 14:00,6,3,6,50,23,14,8,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,8.3,3.779999971,6.1,73,99.9,99,4.8,4.8,24.7,61,0,8.3,0,44.3,2017-03-23 15:00,2017-03-23 16:00,7.78
8672,Alan,Tracy,Halifax,HA1 1SD,53.7271,-1.8575,West Yorkshire,North,2015-07-14,2015-07-14 09:00,2015-07-14 14:00,6,3,6,50,23,14,8,WEC,West end centre,London,W1 4AB,0.1354,51.5154,Greater London,South,18.7,12.75,14.9,68,101.4,83,18.7,18.7,10.5,268,0.00254,18.7,0,29,2016-07-25 11:00,2016-07-25 12:00,7.81
2054,Lady,Penelope,Mayfair,W1 1 RG,51.5116,-0.1478,Greater London,South,2015-07-15,2015-07-15 09:00,2015-07-15 14:00,3,2,4,45,24,14,8,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,15,14.43000031,14.7,97,102.6,100,15,15,25.1,253,0.00254,15,0,31.3,2015-06-17 13:00,2015-06-17 14:00,4.16
13233,Fred,Bloggs,Enfield,EN1 1 RG,51.6623,-0.1181,Greater London,South,2015-07-16,2015-07-16 09:00,2015-07-16 14:00,3,2,4,45,23,14,8,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,8.3,5.809999943,7,84,101.1,99,5.6,5.6,16.4,15,0.021,8.3,0,30.8,2016-02-22 14:00,2016-02-22 15:00,1.96
6091,Master,Chef,Thetford,TH1 4TG,52.4129,0.7517,Norfolk,East,2015-07-17,2015-07-17 09:00,2015-07-17 14:00,9,3,6,82,67,49,28,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,4.9,4.150000095,4.5,95,98.6,100,1.5,1.5,15.4,221,0.014,4.9,0,33.7,2016-03-08 14:00,2016-03-08 15:00,6.79
9200,Fred,Bloggs,Enfield,EN1 1 RG,51.6623,-0.1181,Greater London,South,2015-07-18,2015-07-18 09:00,2015-07-18 14:00,9,3,6,82,67,49,28,BIR,Birmingham,Birmingham,B1 5TB,-1.8904,52.4862,West Midlands,Midlands,13.1,5.059999943,9,58,99.8,72,13.1,13.1,29,246,0,13.1,0,70.2,2015-06-06 12:00,2015-06-06 13:00,7.79
1578,Virgil,Tracy,Southampton,SO1 3GM,50.9097,-1.4044,Hampshire,South,2015-07-19,2015-07-19 09:00,2015-07-19 14:00,9,3,6,82,67,49,28,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,16,12.02999973,13.6,77,101.7,18,16,16,33.5,197,0.00254,16,0,42.7,2016-09-26 12:00,2016-09-26 13:00,4.76
8973,Scott,Tracy,Wolverhampton,WL1 1HY,52.5871,-2.1289,West Midlands,Midlands,2015-07-20,2015-07-20 09:00,2015-07-20 14:00,3,0,4,25,12,5,3,BIR,Birmingham,Birmingham,B1 5TB,-1.8904,52.4862,West Midlands,Midlands,17.9,11.82999992,14.2,68,99.3,100,17.9,17.9,19.4,174,0,17.9,0,38.4,2017-05-22 12:00,2017-05-22 13:00,1.3
4853,Mrs,Chef,Wokingham,RG40 4UD,51.4105,-0.8339,Berkshire,South,2015-07-21,2015-07-21 09:00,2015-07-21 14:00,9,4,8,200,144,110,63,CDF,Cardiff,Cardiff,CF10 2GV,-3.1791,51.4816,Glamorgan,West,10.5,5.690000057,8,72,100.9,0,10.5,10.5,46.1,274,0,10.5,0,60,2015-05-18 14:00,2015-05-18 15:00,6
10507,Craig,Revelhalwood,Thetford,TH2 7UM,52.4129,0.7517,Norfolk,East,2015-07-22,2015-07-22 09:00,2015-07-22 14:00,9,4,8,200,144,110,63,EEC,East End Centre,London,E1 6HG,-0.0558,51.5176,Greater London,South,15.6,13.57999992,14.4,88,101.1,99,15.6,15.6,7.1,356,0.00254,15.6,0,29.5,2016-06-04 13:00,2016-06-04 14:00,7.82
9647,Iam,Ordinary,Hull,HU14 2FS,53.7457,-0.3367,East Yorkshire,North,2015-07-23,2015-07-23 09:00,2015-07-23 14:00,6,3,6,50,23,14,8,WEC,West end centre,London,W1 4AB,0.1354,51.5154,Greater London,South,27.9,14.73999977,18.8,43,101.1,0,27.9,27.8,4.4,236,0,27.8,0,31.5,2016-08-26 12:00,2016-08-26 13:00,5.79
3354,Scott,Tracy,Wolverhampton,WL1 1HY,52.5871,-2.1289,West Midlands,Midlands,2015-07-24,2015-07-24 09:00,2015-07-24 14:00,9,3,6,82,67,49,28,BIR,Birmingham,Birmingham,B1 5TB,-1.8904,52.4862,West Midlands,Midlands,22,17.03000069,18.7,74,100.3,96,22,22,3.9,352,0.044,22,0,43.2,2016-06-08 13:00,2016-06-08 14:00,1.05
9339,Alan,Tracy,Halifax,HA1 1SD,53.7271,-1.8575,West Yorkshire,North,2015-07-25,2015-07-25 09:00,2015-07-25 14:00,9,4,8,200,144,110,63,MAN,Manchester,Manchester,M1 3ED,-2.2426,53.4808,Cheshire,North,11.9,7.78000021,9.7,77,99.6,63,11.9,11.9,18.7,206,0,11.9,0,37.4,2015-10-23 12:00,2015-10-23 13:00,3.57
9456,Alan,Tracy,Halifax,HA1 1SD,53.7271,-1.8575,West Yorkshire,North,2015-07-26,2015-07-26 09:00,2015-07-26 14:00,6,2,4,35,20,11,6,CDF,Cardiff,Cardiff,CF10 2GV,-3.1791,51.4816,Glamorgan,West,8,5.329999924,6.7,83,101.2,100,3.7,3.7,34.2,347,0.044,8,0,43.9,2016-02-17 12:00,2016-02-17 13:00,6.12
12165,Iam,Ordinary,Hull,HU14 2FS,53.7457,-0.3367,East Yorkshire,North,2015-07-27,2015-07-27 09:00,2015-07-27 14:00,3,2,4,45,23,14,8,MAN,Manchester,Manchester,M1 3ED,-2.2426,53.4808,Cheshire,North,10.9,7.519999981,9.1,80,100.4,99,10.9,10.9,14.5,297,0,10.9,0,31,2015-10-20 14:00,2015-10-20 15:00,1.88
6357,Captain,Scarlet,Brixton,E14 1 DA,51.4613,-0.1156,Greater London,South,2015-07-28,2015-07-28 09:00,2015-07-28 14:00,6,2,4,35,20,11,6,CDF,Cardiff,Cardiff,CF10 2GV,-3.1791,51.4816,Glamorgan,West,8.2,4.110000134,6.2,75,103,0,4.1,4.1,32.2,75,0,8.2,0,41.5,2016-11-29 09:00,2016-11-29 10:00,7.17
795,Iam,Extraordinary,Middlesborough,ML2 5JK,54.5742,-1.2349,Durham,North,2015-07-29,2015-07-29 09:00,2015-07-29 14:00,6,3,6,50,23,14,8,WEC,West end centre,London,W1 4AB,0.1354,51.5154,Greater London,South,7.5,7.010000229,7.3,97,98.3,97,3.9,3.9,23.3,247,0.00254,7.5,0,73.3,2017-03-05 12:00,2017-03-05 13:00,1.33
15228,Captain,Scarlet,Brixton,E14 1 DA,51.4613,-0.1156,Greater London,South,2015-07-30,2015-07-30 09:00,2015-07-30 14:00,3,2,4,45,23,14,8,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,15.4,14.15999985,14.6,92,101,97,15.4,15.4,6.8,164,0.00254,15.4,0,31.6,2016-06-10 15:00,2016-06-10 16:00,8.04
11557,Hugo,Lloris,Cardiff,CF3 5TH,51.4816,-3.1791,Glamorgan,West,2015-07-31,2015-07-31 09:00,2015-07-31 14:00,6,1,3,30,12,5,3,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,15.7,13.02000046,14.1,84,102.2,93,15.7,15.7,33.6,7,0.00254,15.7,0,43.1,2016-09-19 13:00,2016-09-19 14:00,2.48
11069,Captain,Scarlet,Brixton,E14 1 DA,51.4613,-0.1156,Greater London,South,2015-08-01,2015-08-01 09:00,2015-08-01 14:00,6,3,6,50,17,9,5,SC,South Centre,London,SE1 8HG,-0.0879,51.4992,Greater London,South,12.6,6.059999943,9.2,64,101.1,79,12.6,12.6,17.8,306,0.016,12.6,0,39.4,2015-05-20 13:00,2015-05-20 14:00,1.97
3057,Virgil,Tracy,Southampton,SO1 3GM,50.9097,-1.4044,Hampshire,South,2015-08-02,2015-08-02 09:00,2015-08-02 14:00,3,2,4,45,24,14,8,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,15.5,11.5,13.1,77,101.6,97,15.5,15.5,19.5,186,0,15.5,0,24.4,2015-08-16 13:00,2015-08-16 14:00,1.49
10395,Lady,Penelope,Mayfair,W1 1 RG,51.5116,-0.1478,Greater London,South,2015-08-03,2015-08-03 09:00,2015-08-03 14:00,3,0,2,15,8,2,1,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,3.6,0.769999981,2.3,82,96.6,99,-1.2,-1.2,24.3,84,0.00254,3.6,0,40.5,2016-02-13 13:00,2016-02-13 14:00,2.89
13765,Some,One,Taunton,TA3 6FF,51.0153,-3.1068,Somerset,West,2015-08-04,2015-08-04 09:00,2015-08-04 14:00,3,2,4,45,23,14,8,LDS,Leeds,Leeds,LS11 6AX,-1.5491,53.8008,West Yorkshire,North,6.7,5.190000057,5.9,90,99.1,100,1.7,1.7,38.3,209,0.00254,6.7,0,63.5,2015-01-07 14:00,2015-01-07 15:00,1.07
10112,Fred,Bloggs,Enfield,EN1 1 RG,51.6623,-0.1181,Greater London,South,2015-08-05,2015-08-05 09:00,2015-08-05 14:00,6,2,4,18,20,11,6,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,11.3,7.920000076,9.5,80,100.8,50,11.3,11.3,46,251,0.017,11.3,0,59.6,2015-05-06 13:00,2015-05-06 14:00,4.67
7192,Captain,Scarlet,Brixton,E14 1 DA,51.4613,-0.1156,Greater London,South,2015-08-06,2015-08-06 09:00,2015-08-06 14:00,6,2,4,18,20,11,6,MAN,Manchester,Manchester,M1 3ED,-2.2426,53.4808,Cheshire,North,15.4,11.05000019,12.9,75,100,99,15.4,15.4,18.3,286,0,15.4,0,58.5,2016-08-13 15:00,2016-08-13 16:00,4.62
10467,Iam,Ordinary,Hull,HU14 2FS,53.7457,-0.3367,East Yorkshire,North,2015-08-07,2015-08-07 09:00,2015-08-07 14:00,3,3,7,115,78,58,33,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,9.5,6.690000057,8.1,82,101.4,100,5.7,5.7,33.3,313,0.00254,9.5,0,42.7,2016-04-25 13:00,2016-04-25 14:00,1.68
11689,Bruno,Tonolli,Ipswich,IP3 5PQ,52.0567,1.1482,Suffolk,East,2015-08-08,2015-08-08 09:00,2015-08-08 14:00,9,3,6,26,67,49,28,LDS,Leeds,Leeds,LS11 6AX,-1.5491,53.8008,West Yorkshire,North,4.4,1.49000001,3,82,98.7,57,1.6,1.6,11.8,181,0,4.4,0,27.4,2017-01-29 13:00,2017-01-29 14:00,6.73
7546,Gareth,Southgate,Penzance,PN4 4 TH,50.1188,-5.5376,Cornwall,West,2015-08-09,2015-08-09 09:00,2015-08-09 14:00,3,2,4,45,24,14,8,EEC,East End Centre,London,E1 6HG,-0.0558,51.5176,Greater London,South,6.6,3.49000001,5.1,80,102.6,17,3.4,3.4,18.1,265,0,6.6,0,46.8,2015-01-02 15:00,2015-01-02 16:00,3.46
9580,Lady,Penelope,Mayfair,W1 1 RG,51.5116,-0.1478,Greater London,South,2015-08-10,2015-08-10 09:00,2015-08-10 14:00,6,2,4,18,20,11,6,LDS,Leeds,Leeds,LS11 6AX,-1.5491,53.8008,West Yorkshire,North,14.2,13.56000042,13.8,96,98.8,100,14.2,14.2,15,277,0.037,14.2,0,59.7,2016-06-20 12:00,2016-06-20 13:00,2.28
8108,Alan,Tracy,Halifax,HA1 1SD,53.7271,-1.8575,West Yorkshire,North,2015-08-11,2015-08-11 09:00,2015-08-11 14:00,9,3,6,26,67,49,28,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,4.3,3.539999962,3.9,95,99.3,33,1,1,14.4,238,0,4.3,0,79.5,2015-01-08 09:00,2015-01-08 10:00,8.76
11802,Barney,Dog,Wokingham,RG40 2JU,51.4105,-0.8339,Berkshire,South,2015-08-12,2015-08-12 09:00,2015-08-12 14:00,9,1,8,40,23,14,8,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,13.8,11.75,12.6,87,101.2,100,13.8,13.8,14.6,226,0,13.8,0,17.8,2017-05-22 09:00,2017-05-22 10:00,2.13
946,Master,Chef,Thetford,TH1 4TG,52.4129,0.7517,Norfolk,East,2015-08-13,2015-08-13 09:00,2015-08-13 14:00,3,3,7,115,78,58,33,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,1.8,1.769999981,1.7,100,99.7,100,1.8,1.8,2.6,312,0.107,1.8,0,42.2,2015-01-03 12:00,2015-01-03 13:00,2.74
8388,Mrs,Chef,Wokingham,RG40 4UD,51.4105,-0.8339,Berkshire,South,2015-08-14,2015-08-14 09:00,2015-08-14 14:00,6,3,6,50,23,14,8,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,11.8,7.670000076,9.5,76,102.1,2,11.8,11.8,20.7,61,0,11.8,0,26.9,2015-10-15 11:00,2015-10-15 12:00,6.07
5093,Joe,Ninety,Croydon,CR1 2BY,51.3762,-0.0982,Greater London,South,2015-08-15,2015-08-15 09:00,2015-08-15 14:00,3,2,4,45,23,14,8,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,3.5,1.879999995,2.8,89,98.8,97,-0.5,-0.5,18.2,190,0,3.5,0,30.4,2016-01-13 14:00,2016-01-13 15:00,1.35
16006,Iam,Ordinary,Hull,HU14 2FS,53.7457,-0.3367,East Yorkshire,North,2015-08-16,2015-08-16 09:00,2015-08-16 14:00,6,1,3,30,12,5,3,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,8.5,6.829999924,7.7,89,99.1,99,4.4,4.4,34.5,146,0,8.5,0,57.1,2015-12-28 09:00,2015-12-28 10:00,8.18
5658,Tin,Tin,Cheadle,M24 5GN,53.3944,-2.2141,Cheshire,North,2015-08-17,2015-08-17 09:00,2015-08-17 14:00,9,1,8,40,23,14,8,CDF,Cardiff,Cardiff,CF10 2GV,-3.1791,51.4816,Glamorgan,West,16.2,13.38000011,14.4,83,101.1,100,16.2,16.2,25.1,223,0.00254,16.2,0,48.7,2017-07-31 14:00,2017-07-31 15:00,7.7
4975,Lady,Penelope,Mayfair,W1 1 RG,51.5116,-0.1478,Greater London,South,2015-08-18,2015-08-18 09:00,2015-08-18 14:00,3,2,4,45,23,14,8,SC,South Centre,London,SE1 8HG,-0.0879,51.4992,Greater London,South,16.6,10.02000046,12.8,65,99.7,85,16.6,16.6,13.8,257,0,16.6,0,38.8,2015-09-17 14:00,2015-09-17 15:00,1.97
6698,Gareth,Southgate,Penzance,PN4 4 TH,50.1188,-5.5376,Cornwall,West,2015-08-19,2015-08-19 09:00,2015-08-19 14:00,3,2,4,45,23,14,8,LDS,Leeds,Leeds,LS11 6AX,-1.5491,53.8008,West Yorkshire,North,12.8,6.920000076,9.6,67,101.2,100,12.8,12.8,17.9,305,0,12.8,0,38.5,2015-04-07 15:00,2015-04-07 16:00,3.06
13690,Master,Chef,Thetford,TH1 4TG,52.4129,0.7517,Norfolk,East,2015-08-20,2015-08-20 09:00,2015-08-20 14:00,3,0,2,15,8,2,1,EEC,East End Centre,London,E1 6HG,-0.0558,51.5176,Greater London,South,23.6,15.78999996,18.2,60,101.9,58,23.6,23.6,2.3,166,0,23.6,0,27,2017-05-24 14:00,2017-05-24 15:00,7.18
3824,Harry,Kane,Bristol,BS10 3FG,51.4545,-2.5879,Avon,West,2015-08-21,2015-08-21 09:00,2015-08-21 14:00,3,0,2,15,8,2,1,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,2.4,0.349999994,1.5,86,97.7,99,-2.5,-2.5,21.9,297,0.00254,2.4,0,38.9,2015-02-21 09:00,2015-02-21 10:00,4.12
11230,Barney,Dog,Wokingham,RG40 2JU,51.4105,-0.8339,Berkshire,South,2015-08-22,2015-08-22 09:00,2015-08-22 14:00,3,0,2,15,8,2,1,BIR,Birmingham,Birmingham,B1 5TB,-1.8904,52.4862,West Midlands,Midlands,9.9,9.319999695,9.6,96,98.3,100,9.3,9.3,6.2,217,0.117,9.9,0,36.5,2015-10-28 13:00,2015-10-28 14:00,7.62
1234,Iam,Ordinary,Hull,HU14 2FS,53.7457,-0.3367,East Yorkshire,North,2015-08-23,2015-08-23 09:00,2015-08-23 14:00,6,2,4,18,20,11,6,CDF,Cardiff,Cardiff,CF10 2GV,-3.1791,51.4816,Glamorgan,West,12.6,8.579999924,10.4,76,102,100,12.6,12.6,13.5,55,0,12.6,0,19.1,2015-10-18 12:00,2015-10-18 13:00,7.55
10487,Barney,Dog,Wokingham,RG40 2JU,51.4105,-0.8339,Berkshire,South,2015-08-24,2015-08-24 09:00,2015-08-24 14:00,6,1,3,30,12,5,3,BIR,Birmingham,Birmingham,B1 5TB,-1.8904,52.4862,West Midlands,Midlands,12.5,4.800000191,8.6,59,100,29,12.5,12.5,11.6,300,0,12.5,0,31.7,2016-05-15 13:00,2016-05-15 14:00,7.46
6628,Iam,Ordinary,Hull,HU14 2FS,53.7457,-0.3367,East Yorkshire,North,2015-08-25,2015-08-25 09:00,2015-08-25 14:00,6,3,6,50,23,14,8,LDS,Leeds,Leeds,LS11 6AX,-1.5491,53.8008,West Yorkshire,North,5.6,4.409999847,5,92,100,100,2.2,2.2,17.3,267,0.00254,5.6,0,28.5,2015-01-27 15:00,2015-01-27 16:00,4.66
7794,Iam,Ordinary,Hull,HU14 2FS,53.7457,-0.3367,East Yorkshire,North,2015-08-26,2015-08-26 09:00,2015-08-26 14:00,3,0,2,15,8,2,1,NC,North Centre,London,N1 5TH,-0.0881,51.5413,Greater London,South,11.4,9.119999886,10.2,86,102.3,46,11.4,11.4,7.9,330,0,11.4,0,26.1,2015-09-07 09:00,2015-09-07 10:00,6.4
457,Darcy,Bussell,Wolverhampton,WL2,52.5871,-2.1289,West Midlands,Midlands,2015-08-27,2015-08-27 09:00,2015-08-27 14:00,3,2,4,45,23,14,8,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,6.2,-0.100000001,3.4,64,99.3,94,2,2,25.3,185,0,6.2,0,46.5,2016-04-01 11:00,2016-04-01 12:00,5.78
11221,Tin,Tin,Cheadle,M24 5GN,53.3944,-2.2141,Cheshire,North,2015-08-28,2015-08-28 09:00,2015-08-28 14:00,3,2,4,45,24,14,8,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,11.4,7.119999886,9.1,75,100.4,98,11.4,11.4,2.7,48,0,11.4,0,29,2015-10-19 13:00,2015-10-19 14:00,8.56
9090,Joe,Ninety,Croydon,CR1 2BY,51.3762,-0.0982,Greater London,South,2015-08-29,2015-08-29 09:00,2015-08-29 14:00,9,4,7,150,87,65,37,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,3.5,3.519999981,3.4,100,99.1,98,0.7,0.7,10.9,290,0.058,3.5,0,48.3,2015-02-16 12:00,2015-02-16 13:00,4.37
7321,Harry,Kane,Bristol,BS10 3FG,51.4545,-2.5879,Avon,West,2015-08-30,2015-08-30 09:00,2015-08-30 14:00,9,1,8,40,23,14,8,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,3.7,2,2.9,89,99.4,55,-1.3,-1.3,26.6,176,0,3.7,0,59.8,2016-12-20 15:00,2016-12-20 16:00,4.87
10098,Darcy,Bussell,Wolverhampton,WL2,52.5871,-2.1289,West Midlands,Midlands,2015-08-31,2015-08-31 09:00,2015-08-31 14:00,9,1,8,40,23,14,8,LDS,Leeds,Leeds,LS11 6AX,-1.5491,53.8008,West Yorkshire,North,15.6,8.649999619,11.7,64,100.9,25,15.6,15.6,10.1,90,0,15.6,0,37,2015-04-22 13:00,2015-04-22 14:00,1.52
4275,Captain,Scarlet,Brixton,E14 1 DA,51.4613,-0.1156,Greater London,South,2015-09-01,2015-09-01 09:00,2015-09-01 14:00,9,3,6,82,67,49,28,WEC,West end centre,London,W1 4AB,0.1354,51.5154,Greater London,South,15.9,9.260000229,12,64,101,79,15.9,15.9,13.5,217,0,15.9,0,31.4,2016-05-17 14:00,2016-05-17 15:00,5.61
10022,Darcy,Bussell,Wolverhampton,WL2,52.5871,-2.1289,West Midlands,Midlands,2015-09-02,2015-09-02 09:00,2015-09-02 14:00,3,0,4,25,16,8,5,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,7.8,4.670000076,6.3,81,102.6,97,3.1,3.1,38.6,3,0.00254,7.8,0,49.9,2015-02-05 13:00,2015-02-05 14:00,1.99
7455,Alan,Tracy,Halifax,HA1 1SD,53.7271,-1.8575,West Yorkshire,North,2015-09-03,2015-09-03 09:00,2015-09-03 14:00,9,4,8,200,144,110,63,LDS,Leeds,Leeds,LS11 6AX,-1.5491,53.8008,West Yorkshire,North,13.7,3.730000019,8.6,51,100.2,2,13.7,13.7,25.6,47,0,13.7,0,57.8,2017-05-03 15:00,2017-05-03 16:00,1.82
9880,Darcy,Bussell,Wolverhampton,WL2,52.5871,-2.1289,West Midlands,Midlands,2015-09-04,2015-09-04 09:00,2015-09-04 14:00,3,2,4,45,24,14,8,LDS,Leeds,Leeds,LS11 6AX,-1.5491,53.8008,West Yorkshire,North,6.3,4.519999981,5.4,88,99.8,99,3.8,3.8,12.7,249,0.038,6.3,0,41.6,2017-04-16 09:00,2017-04-16 10:00,3.24
9171,Craig,Revelhalwood,Thetford,TH2 7UM,52.4129,0.7517,Norfolk,East,2015-09-05,2015-09-05 09:00,2015-09-05 14:00,3,3,7,115,78,58,33,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,12.4,11.39999962,11.8,94,100.7,100,12.4,12.4,32.7,203,0.00254,12.4,0,41.5,2015-05-08 12:00,2015-05-08 13:00,2.7
15667,Some,One,Taunton,TA3 6FF,51.0153,-3.1068,Somerset,West,2015-09-06,2015-09-06 09:00,2015-09-06 14:00,6,3,6,50,23,14,8,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,2.8,2.299999952,2.5,96,99.4,100,-2.9,-2.9,31.6,200,0.00254,2.8,0,52.2,2015-01-23 15:00,2015-01-23 16:00,6.79
14030,Captain,Scarlet,Brixton,E14 1 DA,51.4613,-0.1156,Greater London,South,2015-09-07,2015-09-07 09:00,2015-09-07 14:00,3,3,7,115,78,58,33,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,15.8,11.22000027,13.1,74,103,99,15.8,15.8,27.8,73,0,15.8,0,35,2015-09-29 14:00,2015-09-29 15:00,7.4
1567,Iam,Ordinary,Hull,HU14 2FS,53.7457,-0.3367,East Yorkshire,North,2015-09-08,2015-09-08 09:00,2015-09-08 14:00,6,3,6,50,23,14,8,LDS,Leeds,Leeds,LS11 6AX,-1.5491,53.8008,West Yorkshire,North,21,17.89999962,18.9,82,99,82,21,21,6.5,346,0,21,0,52,2016-09-15 12:00,2016-09-15 13:00,7.28
14195,Craig,Revelhalwood,Thetford,TH2 7UM,52.4129,0.7517,Norfolk,East,2015-09-09,2015-09-09 09:00,2015-09-09 14:00,3,3,7,115,78,58,33,WEC,West end centre,London,W1 4AB,0.1354,51.5154,Greater London,South,10.3,3.74000001,7.1,64,102.4,27,10.3,10.3,4.7,115,0,10.3,0,21.6,2016-03-12 14:00,2016-03-12 15:00,5.5
